acctno,monthly_income,job_time_months,res_time_months,job_employment_status,job_title,job_company,job_verified,industry,term,fundedAmount,monthly_payment,make,model,year,loanStatus
L023627,2400.0,24.0,24.0,Full Time,,ELITE STAFFING,False,Other Services,57.0,14687.1,545.77,Dodge,Journey,2018.0,ACTIVE
L023628,4800.0,4.0,12.0,Full Time,,ALLSTAR TRUCK REPAIR LLC,False,Transport,54.0,15240.3,521.48,Dodge,Challenger,2010.0,ACTIVE
L023629,2240.0,1.0,36.0,Full Time,MAT HANDLER,EXCEL STAFFING,False,Other Services,48.0,12034.1,449.95,Nissan,Maxima,2014.0,ACTIVE
L023630,4000.0,48.0,36.0,Full Time,LABOR,CANTARERO PALLETS INC,False,Manufacturing,60.0,17807.2,514.5,Ford,Explorer,2016.0,CLOSED
L023631,2773.0,18.0,36.0,,Labor,Midway Staffing,False,Other Services,48.0,11589.4,481.69,Volkswagen,Jetta,2011.0,WRITE-OFF
L023633,2500.0,4.0,24.0,Full Time,PACKER,SURE STAFF,False,Other Services,48.0,13942.1,540.94,Hyundai,Elantra,2014.0,WRITE-OFF
L023634,2700.0,10.0,60.0,Full Time,,MEDSTAR LABORATORY INC,False,Healthcare,57.0,15432.1,571.42,Ford,Edge,2016.0,WRITE-OFF
L023635,2000.0,24.0,36.0,Full Time,HEALTH CARE WORKER,ILLINOIS HEALTH CARE,False,Healthcare,51.0,12102.3,498.3,Cadillac,ATS,2015.0,WRITE-OFF
L023636,2800.0,48.0,0.0,Full Time,EVS,HOUSTON METHODIST,False,Healthcare,42.0,10344.7,436.33,Ford,Fusion,2016.0,WRITE-OFF
L023637,3500.0,3.0,12.0,Full Time,,7 DIAMOND HOSPITALITY STAFFING,False,Hospitality,51.0,12425.1,498.39,Hyundai,Elantra,2016.0,ACTIVE
L023639,2360.0,4.0,24.0,,Machine Operator,Onin Staffing,False,Manufacturing,51.0,12594.9,507.69,Jeep,Cherokee,2016.0,WRITE-OFF
L023641,2000.0,4.0,60.0,Full Time,caregiver,the cottage of fox lake,False,Healthcare,45.0,8302.0,375.72,Hyundai,Elantra,2014.0,WRITE-OFF
L023642,2510.0,1.0,0.0,Full Time,LABORER,PROVENT PARTNERS GROUP,False,Construction,45.0,10346.1,457.17,Kia,Soul,2013.0,ACTIVE
L023643,4008.0,360.0,60.0,Full Time,LABORER,ANCHOR SPA AND POOL INC,False,Construction,56.0,16760.1,531.23,Chevrolet,Silverado 1500,2012.0,ACTIVE
L023644,2500.0,64.0,144.0,Full Time,MANAGER,DOLLAR TREE,False,Retail,60.0,14658.3,529.71,Nissan,Rogue,2019.0,WRITE-OFF
L023646,3000.0,4.0,24.0,Full Time,HOUSEKEEPING,HILTON GARDEN INN MADISON,False,Hospitality,57.0,15262.8,565.05,Chevrolet,Malibu,2015.0,ACTIVE
L023667,2480.0,5.0,,,,LA BODEGA,False,Retail,48.0,10145.8,416.1,Chevrolet,Captiva Sport,2013.0,ACTIVE
L023668,2200.0,6.0,12.0,,,STAFFING INC,False,Professional Services,57.0,15691.8,534.41,Ford,Escape,2014.0,ACTIVE
L023669,2480.0,48.0,60.0,,Labor,Multi Temps Staffing Inc,False,Other Services,57.0,16447.5,571.78,Nissan,Altima,2018.0,ACTIVE
L023671,3800.0,180.0,72.0,Full Time,,APPLEBEES GRILL AND BAR,False,Hospitality,57.0,16049.0,588.85,Honda,Odyssey,2013.0,ACTIVE
L023673,3800.0,9.0,24.0,,,Luttrell Staffing,False,Professional Services,48.0,12266.7,450.34,Nissan,Altima,2017.0,WRITE-OFF
L023674,2800.0,4.0,12.0,,,MIDWAY STAFFING,False,Other Services,51.0,11198.5,430.55,Chevrolet,Sonic,2017.0,ACTIVE
L023675,2800.0,2.0,24.0,,Production,Ron's Staffing Services Inc,False,Other Services,48.0,13060.0,478.02,Honda,Civic,2016.0,CLOSED
L023677,2600.0,4.0,24.0,,Labor,CTW Building Contractors Inc,False,Construction,51.0,13519.6,509.94,Ford,Explorer,2013.0,WRITE-OFF
L023678,3000.0,156.0,36.0,Full Time,,LA AUTENTICA TACOS Y MAS LLC,False,Hospitality,60.0,19858.3,620.09,Ford,Expedition EL,2016.0,ACTIVE
L023680,2500.0,24.0,12.0,Self-Employed,Self-Employed,SELF EMPLOYED VALET MANAG,False,Other Services,48.0,13350.0,549.5,Lexus,RX 350,2012.0,ACTIVE
L023681,2600.0,1.0,24.0,Full Time,DRYWALL INSTALLER,APEX,False,Construction,60.0,16709.8,596.12,Dodge,Grand Caravan,2019.0,WRITE-OFF
L023682,2200.0,27.0,36.0,Full Time,MACHINE OPERATOR,BATTERY PLUS,False,Manufacturing,57.0,16172.5,596.99,Audi,Q5,2013.0,ACTIVE
L023683,3200.0,14.0,24.0,Full Time,SALES,H & M,False,Retail,60.0,16455.0,600.2,Ford,Escape,2017.0,ACTIVE
L023684,3984.0,12.0,12.0,,,ILPIS ENTERPRISES (COOK),False,Other Services,54.0,13540.0,464.48,Jeep,Wrangler,2010.0,ACTIVE
L023685,3600.0,5.0,,,,Elite Staffing Inc.,False,Professional Services,45.0,10160.1,429.42,Chevrolet,Cruze,2017.0,CLOSED
L023689,2720.0,24.0,24.0,Full Time,MANAGER,WINGSTOP CARPENTERSVILLE,False,Hospitality,52.0,336.96,594.12,Ford,Fusion,2016.0,ACTIVE
L023691,2600.0,1.0,24.0,Full Time,LABORER,FLEXIBLE STAFFING SERVICES,False,Other Services,48.0,10576.5,428.07,Nissan,Sentra,2018.0,WRITE-OFF
L023692,2500.0,158.0,96.0,Full Time,BARBER,HEADQUARTERS BARBER SHOP,False,Other Services,54.0,18824.4,646.12,Hyundai,Tucson,2017.0,WRITE-OFF
L023694,2500.0,24.0,48.0,Full Time,agent,pearl hospitality roselle,False,Hospitality,48.0,14552.8,535.44,Hyundai,Sonata,2013.0,WRITE-OFF
L023695,1800.0,18.0,36.0,Full Time,MA,SOUTHWEST PRIMARY CARE,False,Healthcare,52.0,11801.0,416.09,Ford,Edge,2017.0,ACTIVE
L023696,2480.0,7.0,36.0,,,Buck Services Inc,False,Other Services,51.0,12044.6,496.39,Chevrolet,Cruze,2017.0,ACTIVE
L023698,2400.0,36.0,,,,America's Best Contacts & Eyeglasses,False,Retail,45.0,12557.6,525.59,Ford,Edge,2014.0,ACTIVE
L023700,2500.0,12.0,12.0,Full Time,SERVER,LINCONSHIRE MARRIOT,False,Hospitality,42.0,9085.82,390.86,Chevrolet,Malibu,2013.0,WRITE-OFF
L023701,2920.0,7.0,,,Labor,Summit Staffing,False,Other Services,57.0,17571.8,580.76,Ford,Escape,2017.0,WRITE-OFF
L023702,5000.0,13.0,12.0,,,DELTA TRUCK REPAIR,False,Transport,54.0,13294.0,447.45,Volkswagen,Jetta,2015.0,ACTIVE
L023703,2400.0,3.0,,,Labor,LCV Staffing,False,Other Services,48.0,12971.8,512.09,Chevrolet,Cruze,2014.0,ACTIVE
L023704,2760.0,5.0,24.0,Full Time,Para,Ellis Elementary School,False,Education,54.0,16375.0,582.13,Hyundai,Elantra,2020.0,ACTIVE
L023705,2512.0,11.0,0.0,Full Time,ASSEMBLY,ASHLEY FURNITURE,False,Manufacturing,48.0,11281.6,429.86,Volvo,S60,2015.0,WRITE-OFF
L023706,3000.0,24.0,36.0,Full Time,CNA,THE SCOTTISH HOUSE,False,Healthcare,54.0,17519.7,579.94,Nissan,Rogue,2019.0,ACTIVE
L023707,4400.0,24.0,12.0,Full Time,CONSTRUCTION,THE BIG OUTSIDERS CONSTRUCTION,False,Construction,54.0,15274.2,583.3,Dodge,Ram 1500,2010.0,ACTIVE
L023708,4400.0,84.0,0.0,Full Time,CARE PROVIDER,HELP AT HOME,False,Healthcare,42.0,6415.0,287.24,GMC,Acadia,2012.0,WRITE-OFF
L023709,4000.0,9.0,0.0,Full Time,,KALAHARI,False,Other Services,57.0,14999.3,539.52,Jeep,Compass,2016.0,CLOSED
L023710,2880.0,12.0,12.0,Full Time,,OSI INDUSTRIES LLC,False,Manufacturing,57.0,13961.3,516.66,Chevrolet,Malibu,2015.0,WRITE-OFF
L023711,4400.0,17.0,12.0,Full Time,LABOR,PASQUAL CANTINA,False,Hospitality,45.0,13160.3,555.58,Hyundai,Elantra,2014.0,ACTIVE
L023712,2600.0,1.0,0.0,Full Time,WAREHOUSE,FEDEC,False,Wholesale,60.0,13588.6,502.5,Hyundai,Veloster,2015.0,WRITE-OFF
L023713,2400.0,12.0,60.0,Full Time,SHIPPING CLREK,PRIORITY WIRE AND CABLE,False,Wholesale,60.0,21559.5,668.75,Jeep,Grand Cherokee,2017.0,ACTIVE
L023714,2720.0,36.0,48.0,Full Time,LABOR,METRO STAFF INC,False,Other Services,60.0,15626.0,498.88,Toyota,RAV4,2011.0,ACTIVE
L023715,2400.0,12.0,36.0,Full Time,PACKING,SPI STAFFING,False,Other Services,60.0,18706.5,655.33,Chrysler,Pacifica,2020.0,ACTIVE
L023716,3000.0,1.0,12.0,Full Time,CLEANING,CCS FACILITY SERVICES,False,Other Services,54.0,11343.8,407.59,Chevrolet,Equinox,2013.0,ACTIVE
L023717,3300.0,14.0,12.0,Full Time,CAREGIVER,RACHELL CARTER,False,Healthcare,57.0,14565.5,558.96,Nissan,Armada,2013.0,REPOED
L023718,2440.0,1.0,24.0,Full Time,HOUSEKEEPING,MEADOWBROOK BOLINGBROOK,False,Hospitality,57.0,15241.4,575.71,Chevrolet,Malibu,2017.0,ACTIVE
L023720,2560.0,14.0,0.0,Full Time,LICENSED INSURANCE AGENT,EVERISE,False,Finance,48.0,9632.03,429.05,Kia,Optima,2016.0,CLOSED
L023722,4000.0,45.0,24.0,Full Time,OTHER,KYZER EMP LLC,False,Other Services,48.0,8766.65,327.04,Nissan,Maxima,2014.0,ACTIVE
L023723,3200.0,24.0,24.0,Full Time,,GARDEN FRESH MARKET,False,Retail,54.0,13889.8,475.96,Nissan,Altima,2016.0,ACTIVE
L023726,2600.0,2.0,0.0,Full Time,LINE COOK,MCDONALDS,False,Hospitality,54.0,12932.4,451.35,Honda,Civic,2017.0,ACTIVE
L023729,5300.0,12.0,12.0,Full Time,LABORER,ALLIANCE SERVICES INC,False,Construction,42.0,,423.19,Ford,Focus,2013.0,REPOED
L023732,2789.0,2.0,24.0,Full Time,LABORER,SPI STAFFING,False,Other Services,54.0,14426.6,499.56,Toyota,Corolla,2014.0,ACTIVE
L023734,3072.0,4.0,0.0,Full Time,LABORER,G & A SERVICES,False,Other Services,57.0,12485.3,490.09,Dodge,Journey,2016.0,WRITE-OFF
L023735,2900.0,1.0,12.0,Full Time,OPERATOR,ACCURATE PERSONNEL LLC,False,Other Services,52.0,12609.1,520.86,Hyundai,Sonata,2017.0,ACTIVE
L023736,2540.0,5.0,0.0,Full Time,LABORER,MIDWAY RESTORATION SERVICES,False,Construction,57.0,15558.1,586.0,Chevrolet,Malibu,2018.0,ACTIVE
L023739,3108.0,3.0,12.0,Full Time,LABORER,TONY FINER FOODS,False,Manufacturing,57.0,15992.1,582.6,Kia,Sorento,2016.0,WRITE-OFF
L023740,2749.0,6.0,0.0,Full Time,LABORER,CLEAR STAFF INC,False,Other Services,54.0,13375.0,465.13,Nissan,Sentra,2017.0,ACTIVE
L023741,2000.0,29.0,120.0,Full Time,HOUSEKEEPER,BRIA OF RIVEROAKS,False,Healthcare,48.0,8915.0,342.28,Nissan,Pathfinder,2015.0,WRITE-OFF
L023742,4800.0,54.0,24.0,Full Time,LABOR,UNION PACIFIC RAILROAD CO,False,Transport,48.0,12329.4,426.22,Jeep,Grand Cherokee,2011.0,ACTIVE
L023743,3000.0,1.0,24.0,Full Time,,FAIR OAKS FARM,False,Agriculture,57.0,16951.1,648.9,Nissan,Maxima,2017.0,ACTIVE
L023745,2600.0,24.0,36.0,Full Time,CNA,SUNNYMERE INC,False,Healthcare,42.0,9538.4,408.88,Chevrolet,Malibu,2017.0,WRITE-OFF
L023746,1900.0,4.0,36.0,Full Time,CAREGIVER,OAK HILL SUPPORTIVE LIVING,False,Healthcare,42.0,6815.0,287.24,GMC,Terrain,2010.0,CLOSED
L023747,2800.0,6.0,48.0,,Labor,OSI Industries LLC,False,Manufacturing,48.0,13020.0,464.07,Nissan,Altima,2014.0,WRITE-OFF
L023748,2800.0,12.0,48.0,Full Time,RECRUITER,DIAMOND STAFFING,False,Professional Services,50.0,11276.9,476.97,Chevrolet,Suburban,2012.0,ACTIVE
L023749,4800.0,48.0,24.0,,Labor,Antivari Construction,False,Construction,59.0,15700.8,541.29,Jeep,Cherokee,2014.0,WRITE-OFF
L023750,2320.0,36.0,84.0,,LABOR,GRAYHLL INC,False,Construction,57.0,17636.5,544.49,Buick,Enclave,2014.0,ACTIVE
L023751,3200.0,3.0,,,Labor,Fortune International,False,Other Services,53.0,12818.0,503.95,Chrysler,200,2015.0,WRITE-OFF
L023752,3293.0,12.0,60.0,,Labor,Master Graphics LLC,False,Manufacturing,45.0,10641.4,441.39,Cadillac,ATS,2013.0,ACTIVE
L023753,2400.0,24.0,12.0,Full Time,,EPIC RESTORATION INC,False,Construction,54.0,16107.6,549.14,Acura,MDX,2016.0,ACTIVE
L023754,3200.0,5.0,24.0,Full Time,LABOR,RAINBOW COLORS INC,False,Other Services,52.0,10922.9,377.41,Ford,Edge,2014.0,ACTIVE
L023755,3040.0,6.0,60.0,Full Time,MAT HANDLER,TOP LINE FURNITURE,False,Manufacturing,48.0,10570.0,397.53,Chevrolet,Cruze,2014.0,ACTIVE
L023756,3070.0,5.0,24.0,Full Time,COOK,ITALIAN VILLAGE RESTAURANT INC,False,Hospitality,50.0,10530.0,369.01,Ford,Escape,2013.0,ACTIVE
L023759,3200.0,26.0,48.0,Full Time,DRIVER,MJKNIGHT ENTERPRICES LLC,False,Transport,57.0,15685.9,499.0,Hyundai,Sonata,2018.0,ACTIVE
L023760,3840.0,48.0,36.0,Full Time,MANAGEMENT,FEDEX,False,Transport,45.0,9619.6,434.63,Hyundai,Accent,2017.0,WRITE-OFF
L023762,2400.0,12.0,48.0,Full Time,General Job,ANDYS AUTO AIR,False,Other Services,54.0,15293.2,532.45,Chevrolet,Malibu,2020.0,ACTIVE
L023763,2500.0,38.0,60.0,Full Time,MGR,STARBUCKS,False,Hospitality,45.0,11075.4,508.36,Ford,Escape,2014.0,ACTIVE
L023765,3487.0,16.0,24.0,Full Time,LABORER,JUST IN TIME STAFFING,False,Other Services,48.0,11741.1,506.3,Hyundai,Elantra,2012.0,ACTIVE
L023766,3740.0,7.0,12.0,Full Time,,KOUBA DRILLING LLC,False,Mining,51.0,9881.1,423.39,Chevrolet,Equinox,2010.0,CLOSED
L023767,3200.0,4.0,24.0,Full Time,LABORER,ZIMBAL MINKERY INC,False,Agriculture,42.0,9753.4,459.14,Nissan,Altima,2010.0,CLOSED
L023769,2360.0,4.0,24.0,Full Time,OPERATOR,WEST DETAILS,False,Other Services,42.0,10797.6,575.7,Chevrolet,Malibu,2015.0,WRITE-OFF
L023770,3000.0,132.0,144.0,Full Time,LABORER,AGS TECHNOLOGY INC,False,Construction,57.0,17332.4,577.75,Jeep,Cherokee,2017.0,ACTIVE
L023771,2400.0,24.0,24.0,Full Time,OPERATOR,ETE REMAN,False,Manufacturing,52.0,12392.2,484.54,Honda,Odyssey,2012.0,ACTIVE
L023773,2960.0,24.0,24.0,Full Time,PACKING,PS SEADONINGS AND SPICES,False,Manufacturing,57.0,15735.1,583.79,Jeep,Cherokee,2014.0,WRITE-OFF
L023775,3820.0,11.0,36.0,Full Time,COOK,CONOPY,False,Hospitality,57.0,12837.5,499.16,Ford,Escape,2016.0,WRITE-OFF
L023776,2200.0,7.0,36.0,Full Time,TEAM LEADER,WHATABURGER,False,Hospitality,54.0,11286.8,450.54,Nissan,Sentra,2017.0,ACTIVE
L023777,2800.0,60.0,12.0,Full Time,,HYDRAFORCE INC,False,Manufacturing,42.0,11662.2,465.11,INFINITI,QX60,2014.0,ACTIVE
L023778,3000.0,36.0,300.0,,Machine Operator,Shorr,False,Manufacturing,60.0,16926.2,501.25,Dodge,Durango,2015.0,WRITE-OFF
L023779,4000.0,7.0,24.0,,Forklift,Target Warehouse,False,Retail,54.0,14932.9,520.83,INFINITI,Q50,2015.0,WRITE-OFF
L023780,2800.0,3.0,36.0,Full Time,LABOR,LEVY,False,Other Services,54.0,13801.3,498.88,Nissan,Altima,2018.0,CLOSED
L023781,3000.0,12.0,12.0,Full Time,LABOR,CRISTHIAN HILL DAIRY LLC,False,Agriculture,48.0,11682.3,497.68,Dodge,Dart,2014.0,ACTIVE
L023782,4000.0,36.0,24.0,Full Time,COOK,THE NILE OF HYDE PARK,False,Hospitality,60.0,16264.9,558.29,Nissan,Pathfinder,2015.0,WRITE-OFF
L023783,2200.0,1.0,0.0,Full Time,MACHINE OPERATOR,ONE SOURCE STAFFING,False,Manufacturing,51.0,11883.8,487.09,Dodge,Dart,2014.0,CLOSED
L023784,3000.0,13.0,48.0,Full Time,CARPENTER,THE DETERING COMPANY,False,Construction,48.0,10943.4,431.84,Chevrolet,Malibu,2016.0,ACTIVE
L023787,3000.0,39.0,24.0,,Front Desk Supervisor,Comfort Suites O'hare,False,Hospitality,36.0,10720.8,472.99,Buick,Enclave,2015.0,ACTIVE
L023788,2700.0,10.0,24.0,,Labor,Clear Staff,False,Other Services,54.0,13790.2,457.82,GMC,Acadia,2016.0,ACTIVE
L023789,4474.0,204.0,60.0,Full Time,CLEANER,NAHUMS CLEANING SERVICE C,False,Other Services,54.0,19181.3,595.9,Toyota,Corolla,2015.0,CLOSED
L023790,7106.0,12.0,12.0,Full Time,ELECTRICIAN,HUIZINGA ENTERPRISES INC,False,Construction,36.0,8054.26,374.27,Toyota,Camry,2007.0,ACTIVE
L023791,3000.0,7.0,24.0,Full Time,BUTCHER,CHICAGO MEAT AUTHORITY,False,Manufacturing,54.0,12671.1,490.42,Jeep,Compass,2014.0,ACTIVE
L023792,2900.0,288.0,60.0,Full Time,STORE MANAGER,MCDONALDS,False,Hospitality,55.0,16182.1,579.14,Jeep,Grand Cherokee,2013.0,ACTIVE
L023793,3500.0,8.0,24.0,Full Time,COOK,TEXAS DE BRAZIL,False,Hospitality,54.0,16474.6,581.93,Hyundai,Elantra,2017.0,ACTIVE
L023794,4088.0,1.0,48.0,Full Time,Director,12 Stones Christian Acade,False,Education,60.0,16865.0,533.0,Hyundai,Tucson,2017.0,WRITE-OFF
L023795,2600.0,60.0,0.0,Full Time,,JOHNS DISPOSAL SERVICES INC,False,Other Services,45.0,10921.3,507.94,Chrysler,300,2016.0,WRITE-OFF
L023796,3700.0,8.0,12.0,Full Time,,GRANADOS CONSTRUCTION INC,False,Construction,51.0,11495.1,465.74,GMC,Terrain,2012.0,CLOSED
L023797,2560.0,2.0,12.0,,,Blommer Chocolate Company,False,Manufacturing,51.0,13085.2,495.82,Chevrolet,Malibu,2015.0,WRITE-OFF
L023798,2560.0,8.0,12.0,,MACHINE OPERATOR,TRUCADENCE LLC,False,Manufacturing,57.0,12651.0,496.57,Nissan,Rogue,2017.0,WRITE-OFF
L023799,3000.0,7.0,36.0,Full Time,,CARLE FOUNDATION HOSPITAL,False,Healthcare,51.0,10944.1,467.15,Chevrolet,Equinox,2016.0,WRITE-OFF
L023800,2800.0,18.0,60.0,Full Time,MACHINE OPERATOR,UNISTAFF INC,False,Manufacturing,54.0,12830.0,414.04,Nissan,Sentra,2015.0,ACTIVE
L023801,3163.0,9.0,12.0,Full Time,PRESS,ARANDELL CORPORATION,False,Manufacturing,57.0,13875.2,514.1,Jeep,Cherokee,2015.0,ACTIVE
L023803,2472.0,2.0,,,Labor,Atlas Staffing,False,Other Services,42.0,9633.0,468.8,Chevrolet,Equinox,2012.0,WRITE-OFF
L023804,1700.0,2.0,24.0,,,WINGSTOP,False,Hospitality,56.0,5283.97,458.14,Chevrolet,Cruze,2017.0,ACTIVE
L023806,2320.0,2.0,,,Labor,Flexible Staffing Services,False,Other Services,53.0,13914.8,513.7,Jeep,Compass,2014.0,ACTIVE
L023807,2960.0,12.0,24.0,,WELDING,ROKOUTIS TOWING INC,False,Construction,60.0,16324.3,544.25,Toyota,Venza,2013.0,WRITE-OFF
L023808,3920.0,24.0,36.0,Full Time,LABORER,NORTHSTAR FOODS INC,False,Manufacturing,57.0,16925.3,648.14,Mercedes-Benz,E Class,2014.0,WRITE-OFF
L023809,3534.0,3.0,0.0,Full Time,LABORER,SERVICE FIRST STAFFING,False,Other Services,57.0,14428.1,536.8,Ford,Fusion,2014.0,WRITE-OFF
L023810,2400.0,7.0,24.0,Full Time,LABORER,ENVIOS EL PARAISO EXPRESS,False,Transport,57.0,13601.1,524.85,Hyundai,Elantra,2017.0,ACTIVE
L023814,2720.0,6.0,0.0,Full Time,LABOR,MASTER MOLD LLC,False,Manufacturing,33.0,6650.01,436.59,Nissan,Rogue,2010.0,ACTIVE
L023815,2400.0,2.0,0.0,Full Time,OPERADOR,NORTH FORK PORK LLC,False,Agriculture,55.0,14620.5,586.75,GMC,Acadia,2013.0,ACTIVE
L023817,2400.0,1.0,0.0,Full Time,PRODUCCION,LABOR PERSONNEL/ JOBAY DAY,False,Other Services,48.0,11418.9,511.96,Ford,Escape,2015.0,ACTIVE
L023818,2640.0,1.0,0.0,Full Time,PRODUCCION,NEWLY WEDS FOODS,False,Manufacturing,48.0,11427.4,440.74,Dodge,Grand Caravan,2017.0,ACTIVE
L023819,2280.0,7.0,0.0,Full Time,MACHINE OPERATOR,QUALITY SNACK FOODS INC,False,Manufacturing,51.0,13171.9,555.77,Chevrolet,Impala,2015.0,ACTIVE
L023820,3200.0,10.0,0.0,Full Time,,CHAVEZ JANITORIAL LLC,False,Other Services,57.0,15873.8,585.62,Lincoln,MKX,2013.0,WRITE-OFF
L023821,1800.0,9.0,24.0,Full Time,LABOR,MCDONALDS,False,Hospitality,57.0,14296.0,535.85,Jeep,Grand Cherokee,2013.0,ACTIVE
L023822,3200.0,91.0,36.0,Full Time,GENERAL LABOR,TRANS AUTO SERVICE,False,Other Services,48.0,8428.8,316.74,Chevrolet,Cruze,2014.0,CLOSED
L023824,2400.0,12.0,12.0,Full Time,,R GROTTO RISTAORANTE,False,Hospitality,36.0,7103.94,389.48,Cadillac,CTS,2008.0,WRITE-OFF
L023825,2600.0,5.0,24.0,Full Time,LABOR,ELITE STAFFING,False,Other Services,54.0,15347.4,595.1,Toyota,Camry,2012.0,WRITE-OFF
L023826,2800.0,1.0,36.0,Full Time,,ACCURATE PERSONNEL LLC,False,Professional Services,54.0,14582.0,537.39,Acura,MDX,2012.0,WRITE-OFF
L023827,2000.0,1.0,0.0,Full Time,LABORER,WILDERNESS HOTEL & RESORT,False,Hospitality,42.0,8951.1,435.49,Mazda,CX-7,2011.0,ACTIVE
L023828,2100.0,24.0,0.0,Full Time,Clerk,7/11,False,Retail,52.0,12724.0,477.79,Nissan,Altima,2017.0,WRITE-OFF
L023829,3200.0,5.0,0.0,Full Time,MACHINE OPERATOR,VIANT,False,Manufacturing,51.0,9225.08,413.06,Honda,Civic,2011.0,WRITE-OFF
L023830,3600.0,6.0,36.0,Full Time,MANAGER,ALLIANCE FOOT AND ANKLE,False,Healthcare,60.0,18804.7,573.63,Honda,Civic,2017.0,ACTIVE
L023831,3209.0,7.0,24.0,Full Time,LABOR WAREHOUSE,CLEAR STAFFING,False,Other Services,54.0,14058.1,504.23,Ford,Fusion,2017.0,ACTIVE
L023833,2400.0,1.0,36.0,Full Time,,ASG STAFFING,False,Other Services,48.0,12830.0,471.62,Volkswagen,Touareg,2012.0,ACTIVE
L023834,3200.0,7.0,36.0,Full Time,COOK,STUDENT BURGER,False,Hospitality,48.0,13299.8,507.82,Lincoln,MKX,2013.0,REPOED
L023836,3120.0,4.0,0.0,Full Time,FORKLIFT OPERATOR,EXCEL,False,Other Services,42.0,10700.7,509.11,Lexus,ES 350,2011.0,WRITE-OFF
L023837,5166.666666666667,36.0,36.0,Full Time,ADVISOR,NETWORK FINANCIAL GROUP,False,Finance,48.0,14596.2,539.22,Kia,Sorento,2016.0,CLOSED
L023839,2700.0,2.0,12.0,Full Time,OTHER,LABOR PERSONNEL,False,Other Services,48.0,12098.5,478.44,Kia,Soul,2017.0,ACTIVE
L023840,4000.0,6.0,0.0,Full Time,OTHER,HALLCON,False,Other Services,48.0,11940.0,458.86,Audi,Q5,2013.0,ACTIVE
L023841,2800.0,17.0,84.0,Full Time,OTHER,TRIUNE LOGISTICS,False,Transport,54.0,13422.2,434.68,Kia,Optima,2016.0,WRITE-OFF
L023842,2772.0,120.0,168.0,,Labor,IHOP,False,Hospitality,51.0,12603.6,444.43,Chevrolet,Cruze,2014.0,ACTIVE
L023843,2400.0,37.0,24.0,Full Time,COOK,COCULA RESTURANT INC,False,Hospitality,54.0,12192.6,408.99,Jeep,Grand Cherokee,2014.0,ACTIVE
L023845,2800.0,72.0,60.0,,Pharmacy Tech,Walgreens,False,Healthcare,48.0,12085.2,459.1,Hyundai,Genesis,2012.0,WRITE-OFF
L023846,2000.0,3.0,60.0,,,Garmet Garilla,False,Retail,48.0,9032.16,321.48,Jeep,Compass,2012.0,ACTIVE
L023847,3200.0,9.0,0.0,Full Time,,GILBERTO LAGUNAS LLC,False,Other Services,57.0,15348.3,586.83,Ford,Explorer,2013.0,WRITE-OFF
L023848,4400.0,12.0,72.0,Full Time,,J FRAMING & DESIGN LLC,False,Construction,45.0,13254.6,568.63,Toyota,Corolla,2014.0,ACTIVE
L023849,2560.0,3.0,0.0,Full Time,,CLEAR STAFF INC,False,Other Services,57.0,14836.1,550.73,Nissan,Altima,2017.0,ACTIVE
L023851,2500.0,12.0,48.0,Full Time,,SYSCO,False,Wholesale,54.0,15854.4,605.41,Dodge,Durango,2016.0,ACTIVE
L023852,4000.0,226.0,108.0,Full Time,BAKER,LA ILLUSION GROCERY,False,Retail,42.0,7735.53,277.21,Chevrolet,Cruze,2014.0,ACTIVE
L023854,2100.0,120.0,24.0,Full Time,OTHER,BRIO DIRECT,False,Other Services,42.0,8966.15,377.69,Chevrolet,Traverse,2013.0,ACTIVE
L023855,3000.0,50.0,0.0,Full Time,WAITER/WAITRESS,IHOP,False,Hospitality,48.0,11126.6,487.88,Ford,Explorer,2014.0,WRITE-OFF
L023856,3044.0,18.0,72.0,Full Time,warehouse Lead,Hangcha,False,Manufacturing,48.0,10983.0,498.04,Cadillac,ATS,2014.0,ACTIVE
L023857,2800.0,24.0,12.0,Full Time,OPERATOR,STAFFING PARTNERS,False,Other Services,54.0,14198.2,521.96,Nissan,Sentra,2017.0,ACTIVE
L023858,2600.0,3.0,24.0,Full Time,,HOME CHEF,False,Hospitality,42.0,11737.9,517.34,Ford,Explorer,2013.0,ACTIVE
L023860,4800.0,24.0,48.0,Full Time,Food Service,EL GUERO DE CREST HILL,False,Hospitality,57.0,15860.0,591.08,Nissan,Maxima,2016.0,ACTIVE
L023861,3200.0,12.0,24.0,Full Time,OPERATOR,PSSI,False,Other Services,57.0,13197.3,514.19,Chevrolet,Equinox,2016.0,ACTIVE
L023862,3000.0,24.0,60.0,Full Time,MAINTENANCE,KBS,False,Other Services,60.0,19824.2,598.31,Nissan,Maxima,2020.0,REPOED
L023863,2513.0,11.0,0.0,Full Time,CLEANING,MODERN MAINTENANCE,False,Other Services,57.0,16419.8,612.06,GMC,Sierra 1500,2014.0,ACTIVE
L023865,2500.0,60.0,24.0,,CLEANING,SELF EMPLOYED,False,Other Services,48.0,13020.0,455.65,Chevrolet,Malibu,2016.0,ACTIVE
L023866,2600.0,176.0,84.0,Full Time,,BJ RESTURANT,False,Hospitality,48.0,10011.2,395.47,Cadillac,XTS,2014.0,WRITE-OFF
